"mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","G1","G10","G11","G12","G13","G14","G15","G17","G18","G19","G2","G21","G22","G23","G4","G5","G6","G7","G8","G9","NP"
"FT0827",421.350569990446,421.350036702357,421.35113693989,882.072204589844,873.237426757812,892.985229492188,123,5,5,5,4,5,5,4,5,5,4,5,3,4,5,4,5,4,5,5,5,3
"FT0828",422.377740830155,422.37718574692,422.378420115466,39.251033782959,27.5499038696289,44.7346878051758,103,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0829",423.142237058774,423.141689862559,423.255448232528,478.076599121094,473.950805664062,481.338806152344,70,5,5,5,5,1,3,3,4,1,0,4,0,4,2,3,4,4,4,5,3,5
"FT0830",423.329770979297,423.275641808344,423.330787915464,773.906921386719,759.78662109375,787.576049804688,154,5,5,3,4,4,4,5,5,4,4,5,4,3,5,5,5,5,4,5,4,3
"FT0831",424.13332237521,424.132919134164,424.133807439144,443.472518920898,439.713287353516,446.026794433594,54,3,2,2,2,1,5,4,5,3,0,3,0,4,3,4,2,5,2,1,3,0
"FT0832",424.301817490279,424.301268830524,424.361748057068,843.940368652344,836.90771484375,849.107055664062,97,5,4,4,3,4,5,4,5,5,4,5,4,5,5,5,5,5,5,5,4,3
"FT0833",424.361402358003,424.283966450492,424.362027771325,854.161560058594,850.273010253906,858.447021484375,83,4,4,5,3,5,2,3,4,5,4,3,5,5,4,3,4,4,5,5,2,3
"FT0834",424.301790500213,424.301448441838,424.302298577576,728.729187011719,723.105346679688,731.952209472656,31,5,1,0,0,0,2,1,1,1,0,1,0,4,1,1,3,3,0,0,3,4
"FT0835",425.236175902628,425.157517006667,425.236789264246,502.675674438477,490.346984863281,512.8388671875,70,5,5,4,1,2,2,5,2,2,2,5,4,4,2,4,5,4,0,1,5,3
"FT0836",425.136536508688,425.135842580513,425.136974918709,443.223236083984,439.713287353516,446.404327392578,24,1,2,0,1,0,3,1,5,2,0,1,0,3,1,0,0,3,0,0,1,0
"FT0837",425.309110324474,425.30869964349,425.309669613947,552.626098632812,540.701782226562,564.654541015625,195,5,5,5,5,5,3,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5
"FT0838",425.324348365766,425.299220252477,425.324764778895,938.454528808594,930.487976074219,948.95068359375,103,5,5,5,4,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0839",425.272731393392,425.272179925,425.273180760974,531.002136230469,527.714416503906,533.325988769531,62,5,4,0,3,4,2,5,4,5,3,3,1,3,0,3,5,5,2,0,5,0
"FT0840",425.807195602889,425.806648390108,425.807927134987,810.175354003906,805.003112792969,814.641357421875,35,1,2,2,0,1,1,1,5,3,1,0,1,3,0,0,2,2,2,4,1,3
"FT0841",426.210417357807,426.21022063121,426.210641831951,360.342590332031,357.851867675781,361.100494384766,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"FT0842",426.28874407882,426.288322444397,426.289203368465,856.213287353516,849.175598144531,860.942504882812,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0843",426.790479304303,426.790057039985,426.791123715953,856.323699951172,849.175598144531,860.635925292969,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0844",426.89905219316,426.898453426562,426.899574020036,35.0663909912109,25.709831237793,40.8708572387695,101,5,5,5,5,5,4,5,4,4,5,5,5,4,4,5,5,5,5,4,5,5
"FT0845",427.2918704932,427.291231219042,427.318771111336,856.39111328125,851.347961425781,860.635925292969,65,3,4,2,3,3,2,2,4,4,5,2,3,4,3,2,5,4,2,3,1,4
"FT0846",428.226183512949,428.226031781224,428.226370723687,344.45133972168,342.617126464844,346.292663574219,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"FT0847",428.335256135506,428.334640009574,428.335834536797,904.090759277344,896.304443359375,909.026733398438,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0848",428.298852834792,428.298383709549,428.299254233737,835.775146484375,830.9208984375,840.77099609375,40,2,0,1,3,1,4,3,4,4,2,0,0,4,1,0,2,2,1,2,1,3
"FT0849",428.897571153303,428.897025061748,428.897976417737,36.222283416748,30.7587699890137,40.8708572387695,32,2,2,0,1,4,2,2,0,1,2,3,2,0,2,3,2,2,1,0,1,0
"FT0850",429.316623242186,429.302239776405,429.317315445037,854.170654296875,838.622924804688,862.501342773438,102,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,3
"FT0851",429.338671950203,429.338145307304,429.339302302606,904.102294921875,896.304443359375,909.026733398438,98,5,5,5,4,5,3,4,5,5,5,4,5,5,5,4,5,5,5,5,5,4
"FT0852",430.241659568867,430.241202811547,430.242050639434,370.461761474609,363.38427734375,376.792236328125,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0853",430.241416834305,430.240582986852,430.242123102367,574.493530273438,570.213439941406,579.500549316406,67,4,4,1,1,3,5,5,5,5,4,5,0,4,2,2,5,5,0,0,5,2
"FT0854",430.264156374597,430.263681666009,430.26484911288,265.653533935547,258.971496582031,271.578216552734,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0855",430.36645422486,430.365906197688,430.367268208235,39.2447681427002,33.5683212280273,42.5991172790527,24,0,0,4,1,0,2,1,3,2,1,0,1,0,2,0,0,0,1,4,1,1
"FT0856",430.860123099879,430.859659008996,430.860626621152,58.2546691894531,46.2714080810547,61.6896934509277,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4
"FT0857",430.911974730964,430.911541572804,430.912485537146,31.4590530395508,27.0120124816895,33.2791290283203,29,1,1,1,1,1,3,1,2,2,3,1,0,0,0,0,3,2,2,0,1,4
"FT0858",431.244960560943,431.244439251041,431.245427836768,370.39208984375,363.38427734375,376.792236328125,99,5,3,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5
"FT0859",431.18948483256,431.188856269155,431.189873954365,420.628082275391,418.057250976562,421.2890625,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"FT0860",431.30967541362,431.309120211421,431.310150025239,757.884643554688,751.312255859375,762.0654296875,80,5,5,0,0,4,4,5,5,5,5,5,3,5,5,4,5,5,0,0,5,5
"FT0861",431.273918983553,431.273401512059,431.274440356057,707.647125244141,702.6259765625,710.140991210938,10,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,4,0,0
"FT0862",431.811354069501,431.810788656198,431.811935322357,757.789916992188,750.945556640625,760.573791503906,54,5,4,0,0,1,3,4,3,2,2,3,0,5,2,3,4,4,0,0,4,5
"FT0863",432.278451038877,432.277910600997,432.27903944197,367.106918334961,362.629791259766,371.602996826172,90,2,3,5,5,2,5,5,5,5,5,3,3,5,4,3,5,5,5,5,5,5
"FT0864",432.299220943639,432.298464984086,432.300004894315,773.229583740234,766.887390136719,777.637329101562,36,4,0,1,2,0,2,1,1,2,1,1,3,3,0,1,2,3,3,3,1,2
"FT0865",433.254324462505,433.253658875375,433.254719422393,835.348083496094,828.731994628906,839.466552734375,47,2,1,2,3,2,4,4,4,3,2,1,0,5,1,1,3,3,2,1,1,2
"FT0866",433.14165572405,433.14122121806,433.142504347204,451.633972167969,449.73291015625,458.765594482422,25,0,0,0,0,1,1,0,0,0,1,0,5,3,5,3,1,0,0,0,0,5
"FT0867",433.296562465218,433.296109721567,433.297149493992,887.399353027344,879.965942382812,891.8935546875,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0868",433.290660369794,433.290143360215,433.291437211997,904.085571289062,896.304443359375,909.221130371094,103,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0869",433.263752729815,433.263295834096,433.264317392807,261.216461181641,253.030517578125,264.569030761719,95,5,5,4,5,5,4,4,5,5,3,5,4,5,5,5,5,3,4,5,4,5
"FT0870",433.798299254963,433.797581833693,433.798809995314,887.399353027344,879.965942382812,891.8935546875,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0871",434.247905029479,434.247360937703,434.248475492771,273.70866394043,269.623901367188,276.983306884766,66,4,1,4,3,2,4,0,1,0,0,5,3,4,5,5,4,4,5,5,2,5
"FT0872",434.29411662273,434.293393419378,434.294873862581,903.668426513672,896.304443359375,907.489624023438,54,4,4,2,2,3,1,1,2,3,3,1,4,4,3,2,3,3,2,4,2,1
"FT0873",434.801994449423,434.801366839797,434.802464802221,856.256286621094,849.175598144531,861.006958007812,101,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4
"FT0874",435.105818423788,435.105285098108,435.12706350597,384.567504882812,371.320343017578,388.036956787109,28,1,0,5,5,1,0,1,0,0,2,0,0,0,1,0,1,0,5,4,0,0
"FT0875",435.197676344504,435.197164589067,435.198106352869,574.136383056641,570.581176757812,579.500549316406,50,3,1,1,1,2,5,3,5,4,5,2,0,2,2,2,3,4,0,0,3,2
"FT0876",435.272312036982,435.271791872623,435.272956200075,615.806762695312,609.759582519531,620.642333984375,63,3,0,5,5,3,2,3,4,3,5,2,4,2,2,2,3,3,5,5,2,0
"FT0877",435.303662949361,435.302726659308,435.304339806858,856.760986328125,851.066589355469,859.060241699219,31,1,2,2,0,1,2,1,4,2,2,0,1,3,2,0,1,1,2,1,0,3
"FT0878",437.345404034998,437.344598910386,437.345847572222,816.743469238281,801.887939453125,821.339782714844,111,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0879",437.279550783506,437.278846743858,437.280058608109,856.049957275391,849.175598144531,861.006958007812,82,5,4,5,3,4,3,4,5,4,4,4,4,5,5,3,4,3,4,5,1,3
"FT0880",437.272553649332,437.272157902499,437.272977424803,569.8779296875,566.510559082031,574.628967285156,22,1,4,0,0,0,0,3,2,2,4,0,0,0,0,0,2,0,0,0,4,0
"FT0881",438.112591702712,438.112020800931,438.113164263749,466.486831665039,461.666259765625,470.647003173828,26,1,2,0,1,1,4,1,2,1,0,1,0,2,2,2,0,2,2,1,1,0
"FT0882",438.317462587312,438.317090165542,438.31789930874,789.689147949219,782.868041992188,803.012268066406,99,5,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5
"FT0883",438.348895503777,438.317146359658,438.349527768412,816.779113769531,805.275268554688,820.82421875,75,5,4,4,3,2,3,1,5,4,4,2,3,4,4,3,5,5,5,5,2,1
"FT0884",438.819204489135,438.81861579279,438.819670835786,789.545593261719,782.488403320312,794.076049804688,87,5,5,0,1,5,4,5,5,5,5,5,5,5,5,5,5,5,0,2,5,5
"FT0885",438.785219819306,438.784345415398,438.786108314181,823.281402587891,818.308471679688,825.336059570312,20,0,0,2,0,0,1,1,4,3,0,0,1,1,0,0,0,0,2,2,0,3
"FT0886",439.251874969215,439.251404527361,439.252394608818,538.943420410156,535.491333007812,544.434204101562,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0887",439.307109832732,439.306403212837,439.307848897751,809.331329345703,802.574523925781,813.907348632812,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0888",439.288306058073,439.287849558931,439.28878879672,559.079010009766,550.487670898438,567.656616210938,94,5,5,2,3,4,4,5,4,5,5,5,5,5,5,4,5,5,1,1,5,3
"FT0889",439.231096518993,439.230548949862,439.288820698962,578.005493164062,568.034545898438,583.965515136719,103,5,5,1,0,4,4,5,4,5,5,5,5,5,4,3,5,5,0,1,5,2
"FT0890",439.320572518457,439.320005958007,439.321187363925,789.467987060547,782.868041992188,793.716125488281,68,5,5,0,0,4,3,4,3,0,3,5,4,5,5,4,4,4,0,0,5,5
"FT0891",439.339969881153,439.339444557483,439.340674695543,967.845642089844,959.085327148438,972.481689453125,64,5,3,3,2,3,2,1,3,2,2,2,3,3,1,4,4,4,5,4,2,2
"FT0892",439.808821372555,439.807926901743,439.809672344382,809.354400634766,802.200622558594,813.536743164062,90,5,4,5,3,4,3,3,5,5,4,4,4,4,5,5,5,5,5,5,4,3
"FT0893",440.255397412655,440.254877487324,440.255850390353,538.906005859375,535.491333007812,544.434204101562,85,5,5,1,3,5,2,5,4,5,5,5,5,5,5,5,5,5,2,1,5,2
"FT0894",440.304366845815,440.303786279546,440.30486420054,918.643249511719,907.438110351562,925.473510742188,155,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0895",440.356318221162,440.355669559119,440.356946223315,776.108764648438,766.257873535156,781.075256347656,79,5,5,4,3,2,3,1,5,3,1,2,1,5,2,2,3,5,5,5,2,3
"FT0896",440.234334747085,440.233381978443,440.277925553748,578.182739257812,575.09130859375,583.446166992188,15,2,0,0,0,0,1,0,0,2,0,1,0,0,0,1,2,4,0,0,2,0
"FT0897",440.806029353201,440.805473614027,440.806452436654,919.767150878906,910.355102539062,925.0810546875,107,5,4,4,3,5,4,3,5,4,4,4,5,5,4,5,5,5,5,5,4,3
"FT0898",441.152631203155,441.152078095624,441.152987458881,478.06103515625,474.348083496094,483.275848388672,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0899",441.319259280926,441.318766731139,441.319934284471,860.524383544922,853.331970214844,864.977661132812,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0900",441.29402902782,441.293434257043,441.319207065224,820.794891357422,813.809143066406,834.232849121094,104,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0901",441.2576542401,441.256848495989,441.258320727997,538.530853271484,535.874389648438,540.431701660156,34,5,5,0,0,0,0,5,0,0,0,4,2,0,0,2,4,2,0,0,5,0
"FT0902",441.795647400548,441.795009258822,441.796260505603,820.789855957031,813.809143066406,825.056457519531,101,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3
"FT0903",441.809796422812,441.808937270345,441.810415281126,887.398132324219,879.965942382812,891.8935546875,95,4,4,5,4,5,3,4,5,5,5,4,5,5,5,4,5,5,5,5,5,3
"FT0904",442.155924903966,442.155295663571,442.156538078511,478.076599121094,474.348083496094,483.654510498047,78,5,5,5,5,1,3,4,4,4,1,4,0,5,3,2,4,4,5,5,4,5
"FT0905",442.350946990287,442.350243296268,442.351596079698,938.272155761719,930.487976074219,943.876342773438,97,5,5,5,3,5,3,4,5,4,4,4,5,5,5,4,5,4,5,5,5,4
"FT0906",442.262868691059,442.262041145807,442.277881392795,502.716079711914,498.178436279297,509.075622558594,82,5,5,0,0,3,4,5,4,5,3,5,4,4,4,5,5,5,0,1,5,5
"FT0907",442.322640216269,442.321620352308,442.323278675722,860.329864501953,853.331970214844,865.064025878906,70,4,4,3,3,4,2,2,4,4,2,2,4,4,4,2,4,5,4,5,2,2
"FT0908",442.299183825454,442.298733848907,442.299720281406,530.538208007812,527.335632324219,532.57666015625,23,2,2,0,0,0,0,2,3,2,0,0,0,1,0,1,2,4,0,0,4,0
"FT0909",442.876683671166,442.876129563682,442.87719759809,36.6855087280273,25.4595603942871,42.777889251709,109,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0910",443.200697432923,443.200253195807,443.201221749983,411.606735229492,408.270690917969,412.704742431641,8,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0
"FT0911",443.31488637564,443.313644679312,443.316999758201,856.489471435547,849.971069335938,861.006958007812,82,4,4,5,3,3,4,4,5,5,4,2,3,5,4,2,4,4,4,5,4,4
"FT0912",443.33250789733,443.331702811081,443.333272462554,887.721496582031,879.659240722656,891.201599121094,35,3,1,1,1,1,1,1,2,1,2,0,1,3,2,2,1,3,3,4,0,0
"FT0913",443.266276910113,443.265904831124,443.281234071244,502.690948486328,500.097717285156,506.418090820312,23,5,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,0,0,3,5
"FT0914",443.877690167021,443.877265016515,443.87836224851,37.3140411376953,26.5769424438477,42.777889251709,87,3,5,5,4,5,4,4,3,5,4,3,4,3,5,4,5,3,4,4,4,5
"FT0915",444.220750489404,444.22031247661,444.221037340071,332.612670898438,329.911071777344,332.941619873047,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"FT0916",444.287379692415,444.286640778307,444.287944546537,886.639678955078,879.965942382812,890.344665527344,54,3,4,3,2,3,2,1,3,3,3,1,3,4,4,1,2,2,3,4,1,2
"FT0917",444.875008477342,444.874295531318,444.875510336433,37.0622901916504,30.4040946960449,42.4577255249023,71,2,4,4,2,4,4,3,2,3,4,4,3,3,4,3,5,3,3,3,4,4
"FT0918",445.325293573737,445.324819966071,445.325768039143,824.238525390625,817.179443359375,840.536437988281,107,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
"FT0919",445.289324617742,445.288657676663,445.312337596887,763.229248046875,755.695495605469,778.748413085938,57,3,1,3,4,1,3,4,3,3,1,1,1,3,0,1,2,3,3,5,4,0
"FT0920",445.279376921698,445.278576235457,445.280167289513,638.473022460938,634.742736816406,642.56640625,25,0,1,0,0,4,1,0,2,2,0,3,0,0,0,4,3,5,0,0,0,0
"FT0921",445.826961656998,445.826472226492,445.827447179812,824.200012207031,817.179443359375,828.623596191406,103,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5
"FT0922",445.792948004066,445.792416624127,445.793450381613,856.445434570312,849.175598144531,861.006958007812,103,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4
"FT0923",446.315321051916,446.29451415531,446.328155868218,842.712615966797,835.382446289062,849.175598144531,106,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0924",446.328397353113,446.327918594624,446.328936162171,824.200012207031,817.179443359375,828.623596191406,73,5,2,3,3,4,3,4,4,3,2,5,3,5,3,4,3,4,3,3,4,3
"FT0925",446.294717440959,446.293918756218,446.295381140797,856.240112304688,851.066589355469,860.942504882812,70,3,5,4,2,3,4,3,5,3,4,2,4,5,3,1,4,3,4,3,1,4
"FT0926",446.284351244696,446.28391463381,446.284782903233,451.100158691406,447.895233154297,453.576995849609,23,5,0,0,0,1,0,1,2,1,0,5,0,0,0,3,1,1,0,0,3,0
"FT0927",446.314938893004,446.314333418722,446.315580820535,728.9501953125,723.457946777344,732.371948242188,23,4,0,0,0,0,2,3,0,1,0,1,0,1,0,1,3,4,0,0,2,1
"FT0928",446.278806920947,446.278374237931,446.279118700807,682.202819824219,676.637268066406,684.811767578125,13,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,4,0,0
"FT0929",446.816612233418,446.815918898301,446.817370537899,842.623870849609,835.382446289062,847.266174316406,42,3,2,2,3,3,0,0,3,1,1,0,2,2,1,1,2,4,4,4,1,3
"FT0930",446.830815468095,446.830201320154,446.831141621317,789.279357910156,782.488403320312,792.086181640625,20,5,1,0,0,0,0,1,2,0,0,0,0,2,1,1,3,0,0,0,1,3
"FT0931",447.218188343863,447.217687310058,447.218727347621,503.020263671875,498.178436279297,509.443420410156,54,5,4,0,0,2,2,5,2,1,2,4,2,3,1,3,5,5,0,1,5,2
"FT0932",447.311921577356,447.306298976676,447.312654069446,946.456115722656,930.487976074219,954.125732421875,151,5,4,4,3,5,3,3,5,4,4,3,5,5,4,5,5,5,5,5,3,3
"FT0933",447.332403637361,447.331970403022,447.332845609429,789.221069335938,782.488403320312,792.172729492188,25,5,2,0,0,1,0,2,1,0,0,2,0,3,1,0,1,1,0,0,1,5
"FT0934",447.820369858523,447.819599148552,447.821059947691,809.331329345703,802.200622558594,813.536743164062,94,5,5,5,5,4,5,4,5,5,5,3,3,5,5,4,4,5,5,5,3,4
"FT0935",447.813901412555,447.813242377206,447.814621646937,948.7177734375,940.421264648438,954.125732421875,71,5,4,3,2,4,2,2,4,3,2,2,3,5,3,3,4,5,5,5,2,3
"FT0936",448.301670283202,448.270174253775,448.302350150773,853.609252929688,846.205688476562,859.012573242188,146,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0937",448.803523583459,448.772906369556,448.804204131906,853.185791015625,846.205688476562,857.663391113281,107,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0938",448.817726569549,448.8171821691,448.818340579425,920.139953613281,914.563110351562,925.473510742188,58,3,4,3,2,3,2,2,4,2,2,1,2,5,4,2,2,2,5,4,1,3
"FT0939",449.117341941052,449.116828791531,449.117821898346,451.226928710938,446.359832763672,456.858856201172,49,5,5,0,0,0,0,5,1,2,2,3,4,4,5,0,3,1,0,0,5,4
"FT0940",449.189578492505,449.189218326183,449.190028703439,514.122863769531,510.529327392578,515.747314453125,13,2,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,4,0,0,1,0
"FT0941",449.304985218378,449.272964628411,449.305538479184,853.110961914062,844.658203125,857.272094726562,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0942",449.3083847829,449.285831823384,449.308901034537,789.465454101562,782.868041992188,793.716125488281,68,5,4,2,0,4,3,4,3,1,3,4,4,5,4,4,3,5,0,0,5,5
"FT0943",449.38188353629,449.381191708314,449.382653719342,953.865966796875,945.591674804688,959.2236328125,75,5,4,2,3,4,2,1,5,3,3,2,5,5,4,4,3,4,5,5,3,3
"FT0944",449.807224867522,449.806631074902,449.80792034055,820.719909667969,813.809143066406,825.056457519531,82,3,5,5,4,4,4,4,5,5,4,3,3,5,3,1,5,4,4,4,3,4
"FT0945",449.810153657528,449.809871321794,449.810555265415,789.15771484375,782.868041992188,792.890991210938,26,5,1,0,0,0,1,2,1,0,0,2,0,4,1,0,3,2,0,0,0,4
"FT0946",450.323040065008,450.322287684652,450.323665334614,887.677795410156,881.740600585938,891.382934570312,41,0,3,3,1,2,2,2,4,2,2,0,3,4,2,0,2,0,2,3,1,3
"FT0947",451.361038429858,451.360583478642,451.361494511811,853.957092285156,846.569091796875,858.447021484375,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0948",452.296689931884,452.296038058588,452.297233006211,792.599822998047,786.585693359375,797.529846191406,66,5,2,4,4,1,4,5,4,3,2,2,5,2,3,2,2,4,2,4,5,1
"FT0949",452.314933247181,452.284888643562,452.315507550789,816.453308105469,810.694641113281,821.945373535156,34,1,0,4,3,0,1,3,1,3,0,1,0,1,0,1,0,3,2,5,2,0
"FT0950",452.36450339798,452.363844152606,452.365041416702,854.007751464844,849.107055664062,856.252075195312,23,3,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,4,3,2,1,1
"FT0951",452.800759123069,452.800153627905,452.80138324389,887.368591308594,879.965942382812,891.8935546875,98,5,5,5,5,4,5,5,5,5,5,4,4,5,5,3,5,4,5,5,5,4
"FT0952",452.798614302405,452.798118825035,452.799039870314,792.488891601562,786.222290039062,796.004821777344,33,3,0,3,2,0,1,4,3,2,0,1,2,1,0,1,1,2,2,3,2,0
"FT0953",453.341565340457,453.341088207243,453.342013414027,401.509002685547,397.54443359375,406.497283935547,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0954",453.34224106827,453.341722555703,453.342818585918,463.396240234375,459.511688232422,468.848266601562,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0955",453.267480265878,453.266860577421,453.268110287078,582.702514648438,578.768981933594,593.788757324219,85,5,5,0,1,4,3,5,3,4,5,5,5,5,5,5,5,5,0,1,5,5
"FT0956",453.340272598025,453.339437470518,453.340990090297,730.543090820312,724.171936035156,734.549438476562,83,5,4,4,5,2,4,2,3,4,4,4,3,4,5,5,4,5,5,5,4,2
"FT0957",453.32276092803,453.322210596855,453.323509999541,757.494750976562,751.312255859375,760.573791503906,67,5,5,0,0,2,4,5,5,3,2,4,0,5,3,4,4,5,0,1,5,5
"FT0958",453.341552027198,453.341270227751,453.342048354255,387.996658325195,383.691619873047,391.043060302734,60,4,3,3,2,2,3,3,3,2,2,2,2,4,4,4,2,3,4,4,1,3
"FT0959",453.302532240532,453.301823662429,453.303897786822,886.952880859375,879.965942382812,890.344665527344,43,3,2,3,2,1,2,1,2,3,2,1,2,4,3,1,2,1,2,3,1,2
"FT0960",453.322632640226,453.32220937041,453.323516754324,873.621459960938,868.786376953125,876.966735839844,31,1,1,2,2,1,1,0,0,1,0,1,2,2,2,0,1,3,4,5,0,2
"FT0961",453.286499785541,453.286063125796,453.319203477406,708.615600585938,695.641418457031,712.698669433594,27,2,0,3,3,0,2,2,1,1,0,1,0,0,0,1,1,2,2,4,1,0
"FT0962",453.267443382012,453.267024483923,453.267975136635,558.307189941406,554.917297363281,568.796264648438,77,5,5,0,0,4,3,5,4,4,5,5,5,4,5,5,5,4,0,1,5,2
"FT0963",453.843846641253,453.843258426523,453.844375674602,463.396240234375,459.511688232422,468.456787109375,104,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0964",453.838563738821,453.838095852404,453.839019340741,823.814270019531,817.536987304688,829.37158203125,40,3,0,3,4,2,1,2,4,3,0,1,0,3,1,1,2,3,2,2,1,2
"FT0965",453.824445390276,453.802200960547,453.825053234205,757.561340332031,750.945556640625,760.763977050781,36,5,1,0,0,0,2,3,2,1,1,1,0,3,1,1,3,3,0,0,3,5
"FT0966",454.344791700508,454.344344742521,454.345457629534,401.101013183594,384.3837890625,406.497283935547,124,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"FT0967",454.371901275167,454.339809822798,454.37254499253,817.15185546875,809.962158203125,828.623596191406,115,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0968",454.271049307387,454.270596908826,454.271637312591,582.571868896484,579.125854492188,585.377990722656,58,5,5,0,0,2,1,5,0,0,3,5,5,4,4,3,5,3,0,0,5,3
"FT0969",454.271046063298,454.27069208237,454.271525138519,558.2998046875,554.974853515625,560.129150390625,40,5,5,0,0,0,1,4,0,0,1,4,4,2,0,2,5,2,0,0,5,0
"FT0970",454.312114863076,454.311489200541,454.312879787331,772.855377197266,764.764282226562,775.409362792969,32,3,0,2,1,0,1,0,2,2,0,1,1,3,2,1,1,3,2,4,2,1
"FT0971",454.298905214125,454.298422274439,454.299433627696,569.833343505859,566.869018554688,571.817504882812,18,0,3,0,0,0,0,3,2,3,2,0,0,0,0,0,1,0,0,0,4,0
"FT0972",454.345392742984,454.344439634852,454.346098532141,463.397247314453,459.511688232422,468.456787109375,61,3,2,2,2,3,4,2,5,4,2,1,1,4,4,2,3,3,5,5,2,2
"FT0973",454.828270314874,454.827434133557,454.82888575576,842.776428222656,835.775756835938,847.11865234375,53,1,3,4,2,2,3,1,5,3,2,1,2,2,2,0,3,3,5,5,1,3
"FT0974",455.309507233018,455.278125514965,455.335139569512,884.350738525391,876.593139648438,891.510375976562,140,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0975",455.347590188597,455.347083058733,455.348173527636,401.509002685547,389.883453369141,406.497283935547,105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
"FT0976",455.334821714601,455.334221221165,455.335312975262,896.684875488281,892.481140136719,901.520202636719,101,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4
