RT [min],m/z meas.,M meas.,Ions,MS/MS,Name,Molecular Formula,Annotations,AQ,Annotation Source,Boxplot,Flags,Include,blank,Avatar_F8,Avatar_F9,Avatar_F10,Avatar_F11,Desiree_F8,Desiree_F9,Desiree_F10,Desiree_F11,Seresta_F8,Seresta_F9,Seresta_F10,Seresta_F11
10.82,309.17134,310.17861,[M-H]-,TRUE,,C17H26O5,"SmartFormula - mzdev: 0.0006 mSigma: Infinity, ",20000,,388,[],TRUE,0,398,868,252,330,388,466,336,366,396,380,552,468
19.83,310.7731,311.78037,[M-H]-,TRUE,,,,,,664,[],TRUE,0,938,774,574,1058,562,682,480,704,538,664,840,596
6.22,311.11318,312.12046,[M-H]-,TRUE,,C15H20O7,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,102,[],TRUE,0,516,768,102,0,410,538,0,0,532,380,0,0
5.56,311.11337,312.12065,[M-H]-,TRUE,,C10H20N2O9,"SmartFormula - mzdev: 0.0038 mSigma: 14.09, ",10200,,0,[],TRUE,0,1180,322,0,0,1380,0,0,0,1010,0,0,0
6.51,311.14973,312.157,[M-H]-,TRUE,,C16H24O6,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,886,0,0,0,592,0,0,0,756,90,0
6.31,311.14985,312.15713,[M-H]-,TRUE,,C11H24N2O8,"SmartFormula - mzdev: 0.0039 mSigma: 20.34, ",10100,,0,[],TRUE,0,64,914,0,0,176,604,0,0,172,736,0,0
7,311.14997,312.15725,[M-H]-,FALSE,,C17H20N4O2,"SmartFormula - mzdev: -0.0014 mSigma: 26.46, ",20100,,100,[],TRUE,0,100,274,720,0,0,170,598,98,0,318,504,0
5.7,311.14999,312.15727,[M-H]-,TRUE,,C11H24N2O8,"SmartFormula - mzdev: 0.0040 mSigma: 28.35, ",10100,,0,[],TRUE,0,616,0,106,0,760,0,96,0,602,78,0,0
13.34,311.16828,312.17555,[M-H]-,TRUE,,,,,,452,[],TRUE,0,122,490,800,550,504,422,438,636,488,424,452,442
19.45,311.16851,936.52737,[M-H-H2]3-,FALSE,,,,,,466,[],TRUE,0,512,546,884,466,384,422,394,564,430,482,530,384
14.56,311.2008,312.20808,[M-H]-,TRUE,,C21H28O2,"SmartFormula - mzdev: -0.0009 mSigma: 12.51, ",20200,,3458,[],TRUE,3124,3672,3458,3302,3292,3324,3330,3652,3706,3730,3944,3828,3050
14.56,312.20455,313.21183,[M-H]-,TRUE,,C13H31NO7,"SmartFormula - mzdev: 0.0017 mSigma: 21.11, ",20100,,938,[],TRUE,0,952,1098,1098,938,1204,800,830,852,976,732,904,1004
19.82,312.76874,313.77601,[M-H]-,FALSE,,,,,,952,[],TRUE,882,1032,952,938,1058,932,840,890,1206,818,964,1106,1142
19.56,312.83173,313.839,[M-H]-,TRUE,,,,,,0,[],TRUE,3122,3192,3434,0,0,0,0,0,0,0,0,0,0
19.56,312.83626,941.53062,[M-H-H2]3-,TRUE,,,,,,3310,[],TRUE,0,3094,2774,2944,3634,3884,3330,3058,3310,3574,3352,3410,3112
6.12,313.12875,314.13602,[M-H]-,FALSE,,C15H22O7,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,706,0,130,274,458,82,0,0,282,0,0
5.46,313.12893,314.13621,[M-H]-,TRUE,,C15H22O7,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,0,[],TRUE,0,842,0,0,0,988,0,0,0,738,0,0,0
7.26,313.16585,314.17312,[M-H]-,TRUE,,C17H22N4O2,"SmartFormula - mzdev: -0.0011 mSigma: 11.97, ",20200,,0,[],TRUE,0,0,0,996,0,0,0,818,0,0,0,652,0
19.46,313.83648,314.84375,[M-H]-,TRUE,,,,,,1120,[],TRUE,0,846,966,984,1488,994,1218,834,1148,1134,1134,1220,1120
19.23,313.83672,314.84399,[M-H]-,TRUE,,,,,,796,[],TRUE,0,736,816,760,860,720,692,886,876,902,796,762,870
19.83,314.76441,315.77169,[M-H]-,FALSE,,,,,,782,[],TRUE,720,604,952,876,752,814,990,960,1010,678,774,728,782
19.63,314.83594,315.84322,[M-H]-,FALSE,,,,,,478,[],TRUE,0,534,582,478,410,402,486,484,414,688,720,0,436
6.38,315.04901,316.05629,[M-H]-,TRUE,,C11H12N2O9,"SmartFormula - mzdev: 0.0020 mSigma: Infinity, ",20000,,0,[],TRUE,0,720,320,0,0,400,0,0,0,226,114,0,0
19.83,316.76254,317.76981,[M-H]-,TRUE,,,,,,410,[],TRUE,0,300,410,422,296,594,510,442,326,548,320,742,344
19.69,316.77847,317.78575,[M-H]-,TRUE,,,,,,1754,[],TRUE,2024,2090,1966,2152,1640,1550,1708,1752,1692,1548,1754,1874,1940
12.35,316.90787,317.91515,[M-H]-,TRUE,,,,,,520,[],TRUE,0,642,666,498,830,496,400,540,520,840,478,572,468
17.58,316.9403,317.94757,[M-H]-,TRUE,,,,,,0,[],TRUE,906,0,0,0,0,0,0,0,0,0,0,0,0
8.41,316.9475,317.95478,[M-H]-,TRUE,,,,,,424,[],TRUE,0,470,426,446,94,516,704,456,238,424,404,408,312
17.26,316.94759,317.95487,[M-H]-,TRUE,,,,,,818,[],TRUE,0,918,970,840,818,842,780,770,704,698,782,1054,1014
12.84,316.94764,317.95492,[M-H]-,TRUE,,,,,,544,[],TRUE,0,504,742,750,522,536,670,544,594,758,692,516,536
17.02,316.94781,317.95509,[M-H]-,TRUE,,,,,,768,[],TRUE,0,768,780,886,816,812,922,746,642,554,752,882,760
10.67,316.94789,317.95517,[M-H]-,TRUE,,,,,,582,[],TRUE,0,530,738,788,444,592,592,628,528,582,892,470,556
0.5,316.94789,317.95516,[M-H]-,TRUE,,,,,,10312,[],TRUE,2474,10634,9322,12350,8626,11808,7594,12912,8006,10820,10312,10236,15278
18.06,316.9479,317.95517,[M-H]-,TRUE,,,,,,640,[],TRUE,0,504,482,602,596,686,956,714,700,652,640,548,802
0.12,316.94791,317.95519,[M-H]-,FALSE,,,,,,62713,[],TRUE,44166,55047,61088,61714,61674,62713,63151,63362,63288,63632,64533,63710,62400
11.38,316.94792,317.9552,[M-H]-,TRUE,,,,,,636,[],TRUE,0,606,558,662,558,480,742,718,636,1060,686,652,528
16.65,316.94792,317.9552,[M-H]-,TRUE,,,,,,782,[],TRUE,0,652,782,628,648,1064,840,1056,838,718,792,800,730
9.54,316.94811,317.95539,[M-H]-,TRUE,,,,,,592,[],TRUE,0,662,496,390,574,592,592,772,552,644,398,598,654
6.54,317.10249,318.10976,[M-H]-,TRUE,,C12H18N2O8,"SmartFormula - mzdev: 0.0037 mSigma: 23.80, ",10100,,174,[],TRUE,0,174,746,264,0,202,836,210,0,0,362,0,0
6.99,317.13909,318.14636,[M-H]-,FALSE,,C18H22O5,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,274,740,0,0,166,532,0,0,200,464,0
8.17,317.13916,318.14644,[M-H]-,TRUE,,C13H22N2O7,"SmartFormula - mzdev: 0.0040 mSigma: 26.12, ",10100,,0,[],TRUE,0,0,84,178,1042,0,132,0,720,0,0,0,594
7.2,317.13964,318.14692,[M-H]-,TRUE,,C18H22O5,"SmartFormula - mzdev: 0.0002 mSigma: Infinity, ",20000,,114,[],TRUE,0,0,266,544,0,114,118,764,0,86,152,400,0
19.69,317.77792,318.7852,[M-H]-,TRUE,,,,,,760,[],TRUE,810,564,788,868,728,742,716,764,752,760,964,656,1074
12.35,318.90527,319.91254,[M-H]-,TRUE,,,,,,700,[],TRUE,0,472,676,840,792,730,762,700,550,840,702,578,556
5.89,319.11815,320.12543,[M-H]-,TRUE,,,,,,0,[],TRUE,0,722,514,0,0,0,296,0,0,460,344,0,0
6.15,319.11829,320.12557,[M-H]-,TRUE,,C18H16N4O2,"SmartFormula - mzdev: -0.0018 mSigma: 16.38, ",20100,,0,[],TRUE,0,380,886,0,0,488,640,0,0,424,460,0,0
6.32,319.15468,320.16196,[M-H]-,TRUE,,,,,,0,[],TRUE,0,0,514,112,0,186,776,0,0,116,454,0,0
6.95,319.1547,320.16198,[M-H]-,TRUE,,,,,,100,[],TRUE,0,0,420,924,100,0,128,702,0,0,268,754,0
7.41,319.15492,320.1622,[M-H]-,TRUE,,C18H24O5,"SmartFormula - mzdev: -0.0003 mSigma: 20.69, ",20100,,124,[],TRUE,0,0,150,976,0,0,124,856,86,0,178,570,142
7.83,319.15492,320.1622,[M-H]-,TRUE,,C18H24O5,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,,80,[],TRUE,0,0,64,140,878,0,80,0,534,0,94,154,662
19.81,320.80097,321.80824,[M-H]-,TRUE,,,,,,1424,[],TRUE,1498,1524,1388,1356,1264,1558,2038,2014,0,1424,1130,1252,1632
19.82,320.80176,643.61807,[M-H-H]2-,TRUE,,,,,,0,[],TRUE,224,0,0,0,0,0,0,0,1914,0,0,0,0
0.62,320.8865,321.89378,[M-H]-,TRUE,,,,,,428,[],TRUE,0,266,312,622,612,642,704,726,376,576,428,406,258
19.99,320.88701,321.89429,[M-H]-,TRUE,,,,,,776,[],TRUE,0,572,850,684,686,776,816,626,802,606,818,776,874
7.14,321.06135,322.06863,[M-H]-,TRUE,,,,,,0,[],TRUE,0,0,782,0,0,0,424,0,0,0,304,0,0
6.44,321.09757,322.10484,[M-H]-,FALSE,,C16H18O7,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,168,[],TRUE,0,170,800,96,0,306,412,102,0,168,294,188,0
6.42,321.13399,322.14127,[M-H]-,TRUE,,C17H22O6,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,122,[],TRUE,0,316,1334,122,0,394,1032,74,0,212,856,0,0
5.73,321.13401,322.14129,[M-H]-,TRUE,,C17H22O6,"SmartFormula - mzdev: -0.0003 mSigma: 20.72, ",20100,,0,[],TRUE,0,1162,252,124,0,996,0,0,0,848,204,0,0
7.09,321.1341,322.14138,[M-H]-,TRUE,,C18H18N4O2,"SmartFormula - mzdev: -0.0016 mSigma: 18.41, ",20100,,246,[],TRUE,0,262,434,1144,0,246,230,1312,0,118,260,752,170
7.33,321.17034,322.17762,[M-H]-,TRUE,,C13H26N2O7,"SmartFormula - mzdev: 0.0036 mSigma: 27.09, ",10100,,0,[],TRUE,0,0,0,1052,0,0,0,972,0,0,0,474,0
7.94,321.17048,322.17776,[M-H]-,TRUE,,C13H26N2O7,"SmartFormula - mzdev: 0.0038 mSigma: 16.37, ",10100,,0,[],TRUE,0,0,0,390,962,0,0,190,608,0,0,174,776
19.77,321.80054,322.80781,[M-H]-,FALSE,,,,,,460,[],TRUE,0,350,394,484,636,374,458,460,396,480,498,764,532
19.82,322.79816,323.80543,[M-H]-,TRUE,,,,,,1882,[],TRUE,0,1518,1580,2056,1882,1558,2082,2014,2218,1662,2046,1686,2100
5.64,323.11321,324.12049,[M-H]-,TRUE,,C16H20O7,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,0,[],TRUE,0,1358,70,0,0,732,0,0,0,1072,142,134,0
5.42,323.11343,324.1207,[M-H]-,TRUE,,C17H16N4O3,"SmartFormula - mzdev: -0.0016 mSigma: 21.65, ",20100,,0,[],TRUE,0,1108,122,0,0,1148,88,0,0,1228,0,0,0
6.53,323.11347,324.12075,[M-H]-,TRUE,,,,,,176,[],TRUE,0,366,1012,250,0,176,532,158,0,362,464,136,0
6.04,323.1138,324.12108,[M-H]-,TRUE,,C16H20O7,"SmartFormula - mzdev: 0.0002 mSigma: Infinity, ",20000,,88,[],TRUE,0,644,824,0,0,684,702,0,0,712,446,88,0
7.87,323.14978,324.15706,[M-H]-,TRUE,,C17H24O6,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,,354,[],TRUE,0,302,106,1334,854,220,98,796,680,354,146,1016,872
5.68,323.14983,324.15711,[M-H]-,TRUE,,,,,,0,[],TRUE,0,844,0,0,0,1164,0,0,0,858,82,0,0
6.86,323.14987,324.15715,[M-H]-,TRUE,,C17H24O6,"SmartFormula - mzdev: -0.0003 mSigma: 17.56, ",20100,,180,[],TRUE,0,180,534,3702,124,0,560,3090,0,0,502,2882,0
6.4,323.1499,324.15718,[M-H]-,TRUE,,C17H24O6,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,,130,[],TRUE,0,202,1242,0,0,208,1074,196,0,130,940,0,0
7.64,323.15005,324.15733,[M-H]-,TRUE,,C12H24N2O8,"SmartFormula - mzdev: 0.0041 mSigma: 20.69, ",10100,,88,[],TRUE,0,0,194,610,778,0,0,728,710,0,88,442,0
19.47,323.81326,324.82054,[M-H]-,TRUE,,,,,,640,[],TRUE,0,514,498,618,748,458,656,568,652,770,640,642,684
19.72,323.81342,324.8207,[M-H]-,TRUE,,,,,,536,[],TRUE,0,434,470,558,742,504,646,728,546,536,648,508,0
19.77,323.89967,324.90695,[M-H]-,FALSE,,,,,,624,[],TRUE,0,680,574,692,476,374,550,574,812,686,744,624,632
6.86,324.15333,325.16061,[M-H]-,FALSE,,C22H19N3,"SmartFormula - mzdev: 0.0027 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,350,880,0,0,272,1470,0,0,168,598,0
19.81,324.79442,325.8017,[M-H]-,FALSE,,,,,,1148,[],TRUE,0,966,1098,1232,1198,1138,1094,1372,1432,1112,1148,1262,1216
7.23,325.12839,326.13567,[M-H]-,TRUE,,C16H22O7,"SmartFormula - mzdev: -0.0009 mSigma: Infinity, ",20000,,154,[],TRUE,0,266,274,914,170,154,236,658,0,104,112,0,84
5.55,325.12888,326.13616,[M-H]-,TRUE,,C16H22O7,"SmartFormula - mzdev: -0.0004 mSigma: 24.87, ",20100,,0,[],TRUE,0,1310,0,0,0,1140,0,0,0,1298,84,0,0
6.22,325.12904,326.13631,[M-H]-,TRUE,,C11H22N2O9,"SmartFormula - mzdev: 0.0037 mSigma: 24.98, ",10100,,86,[],TRUE,0,442,1172,86,0,266,680,0,0,492,780,0,0
5.91,325.12919,326.13647,[M-H]-,TRUE,,,,,,0,[],TRUE,0,1284,434,0,0,1432,518,0,0,636,334,0,0
6.49,325.1292,326.13647,[M-H]-,TRUE,,C16H22O7,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,,158,[],TRUE,0,156,820,158,80,266,804,248,0,230,508,0,0
6.94,325.16506,326.17234,[M-H]-,TRUE,,C17H26O6,"SmartFormula - mzdev: -0.0006 mSigma: Infinity, ",20000,,0,[],TRUE,0,86,0,740,0,0,226,526,0,0,108,342,0
6.33,325.16536,326.17264,[M-H]-,TRUE,,C17H26O6,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,0,[],TRUE,0,162,786,0,0,76,506,0,0,0,450,0,0
19.55,325.1834,326.19068,[M-H]-,TRUE,,C14H30O8,"SmartFormula - mzdev: -0.0034 mSigma: 18.56, ",10100,,1012,[],TRUE,1268,790,828,964,1414,1252,948,956,1068,1246,832,1156,1012
16.67,325.18395,326.19123,[M-H]-,TRUE,,,,,,430,[],TRUE,0,384,462,812,378,538,430,0,416,484,370,588,450
17.07,325.18402,326.1913,[M-H]-,TRUE,,C14H30O8,"SmartFormula - mzdev: -0.0028 mSigma: Infinity, ",20000,,468,[],TRUE,0,0,468,570,598,584,384,454,682,732,0,382,476
14.99,325.2173,326.22458,[M-H]-,TRUE,,C22H30O2,"SmartFormula - mzdev: -0.0000 mSigma: Infinity, ",20000,,608,[],TRUE,0,646,842,502,792,670,548,608,588,902,782,542,368
0.52,326.9035,327.91077,[M-H]-,TRUE,,,,,,788,[],TRUE,424,754,578,830,768,820,958,788,846,744,658,882,866
5.75,327.14471,328.15199,[M-H]-,TRUE,,C16H24O7,"SmartFormula - mzdev: -0.0001 mSigma: 16.95, ",20100,,0,[],TRUE,0,732,110,0,0,752,98,0,0,770,0,0,0
19.81,327.83387,328.84115,[M-H]-,FALSE,,,,,,606,[],TRUE,0,628,1008,308,740,480,686,564,872,734,606,464,506
19.76,328.90309,329.91037,[M-H]-,FALSE,,,,,,836,[],TRUE,0,886,1106,648,812,846,1502,864,836,824,706,672,1146
13.41,328.90366,329.91093,[M-H]-,TRUE,,,,,,438,[],TRUE,0,514,438,430,408,486,522,388,488,718,380,412,494
13.1,328.90376,329.91103,[M-H]-,TRUE,,,,,,430,[],TRUE,0,446,472,416,432,402,402,382,430,498,580,402,722
12.42,328.90408,329.91136,[M-H]-,TRUE,,,,,,542,[],TRUE,0,430,430,470,476,444,718,628,586,572,544,690,542
7.85,329.10569,330.11297,[M-H]-,TRUE,,C19H14N4O2,"SmartFormula - mzdev: 0.0013 mSigma: Infinity, ",20000,,150,[],TRUE,0,412,0,150,132,790,94,280,166,612,0,90,162
8.05,329.13922,330.1465,[M-H]-,TRUE,,C19H22O5,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,130,736,0,0,108,760,0,0,120,564
6.59,331.11814,332.12541,[M-H]-,FALSE,,C13H20N2O8,"SmartFormula - mzdev: 0.0034 mSigma: 28.69, ",10100,,170,[],TRUE,0,170,788,226,116,222,458,88,0,92,400,296,0
7.45,331.15502,332.16229,[M-H]-,TRUE,,,,,,68,[],TRUE,0,0,90,688,284,0,66,916,68,96,0,436,0
10.46,331.24816,332.25544,[M-H]-,TRUE,,C18H36O5,"SmartFormula - mzdev: -0.0001 mSigma: 28.59, ",20100,,1088,[],TRUE,1088,1094,1078,1380,1170,1006,896,1418,860,1088,1206,960,1002
16.93,332.84108,333.84836,[M-H]-,TRUE,,,,,,668,[],TRUE,780,704,986,838,578,644,732,660,586,754,554,668,562
17.3,332.84359,333.85087,[M-H]-,TRUE,,,,,,608,[],TRUE,0,710,596,756,854,608,588,662,910,722,590,578,590
16.47,332.84388,333.85115,[M-H]-,TRUE,,,,,,634,[],TRUE,0,654,604,642,710,590,606,634,658,642,628,802,570
16.29,332.84398,333.85125,[M-H]-,TRUE,,,,,,634,[],TRUE,0,666,560,536,504,746,620,726,650,634,578,666,1008
15.91,332.84401,333.85129,[M-H]-,TRUE,,,,,,654,[],TRUE,0,510,638,694,654,800,944,508,700,834,814,620,448
17.79,332.84403,333.8513,[M-H]-,TRUE,,,,,,590,[],TRUE,0,638,516,590,564,586,486,750,594,724,878,588,676
7.01,333.09807,334.10534,[M-H]-,TRUE,,C17H18O7,"SmartFormula - mzdev: 0.0001 mSigma: Infinity, ",20000,,76,[],TRUE,0,0,272,910,0,0,274,750,0,76,258,708,0
6.45,333.13402,334.1413,[M-H]-,TRUE,,C18H22O6,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,210,[],TRUE,0,266,1012,210,0,256,736,0,0,332,890,0,0
7.04,333.13403,334.1413,[M-H]-,TRUE,,C18H22O6,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,186,[],TRUE,0,234,314,870,0,118,538,900,0,0,186,742,0
5.85,333.13412,334.14139,[M-H]-,TRUE,,C18H22O6,"SmartFormula - mzdev: -0.0008 mSigma: 18.14, ",20100,,0,[],TRUE,0,768,0,0,0,816,348,0,0,522,124,0,0
7.81,333.13477,334.14204,[M-H]-,TRUE,,C18H22O6,"SmartFormula - mzdev: 0.0004 mSigma: Infinity, ",20000,,268,[],TRUE,0,268,220,464,664,80,110,422,412,120,194,360,736
8.28,333.1702,334.17747,[M-H]-,TRUE,,C19H26O5,"SmartFormula - mzdev: -0.0006 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,76,760,0,0,78,702,0,0,0,994
7.54,333.17042,334.17769,[M-H]-,TRUE,,C19H26O5,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,80,[],TRUE,0,126,0,760,0,0,0,566,636,80,0,660,150
7.28,333.17062,334.1779,[M-H]-,TRUE,,C19H26O5,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,748,0,326,0,912,0,0,0,752,0
7.92,333.17082,334.1781,[M-H]-,TRUE,,C19H26O5,"SmartFormula - mzdev: 0.0001 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,0,172,704,0,0,268,772,0,0,0,580
6.18,335.11321,336.12049,[M-H]-,TRUE,,,,,,110,[],TRUE,0,606,1100,96,0,408,756,110,0,382,644,0,0
5.64,335.11333,336.12061,[M-H]-,TRUE,,C12H20N2O9,"SmartFormula - mzdev: 0.0037 mSigma: 16.39, ",10100,,100,[],TRUE,0,942,260,100,0,994,118,0,0,640,114,0,0
5.83,335.11343,336.12071,[M-H]-,TRUE,,C17H20O7,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,,0,[],TRUE,0,762,0,0,0,652,238,0,0,766,0,0,0
7.08,335.14927,336.15655,[M-H]-,TRUE,,C19H20N4O2,"SmartFormula - mzdev: -0.0021 mSigma: 21.43, ",20100,,156,[],TRUE,0,156,458,1292,0,154,156,956,0,248,290,846,0
7.73,335.14934,336.15662,[M-H]-,TRUE,,C18H24O6,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,,166,[],TRUE,0,82,166,456,758,100,90,282,760,0,146,586,634
7.93,335.14969,336.15697,[M-H]-,TRUE,,C18H24O6,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,,246,[],TRUE,0,144,390,432,860,0,168,294,644,0,188,246,574
5.74,335.14977,336.15705,[M-H]-,TRUE,,,,,,0,[],TRUE,0,1120,0,0,0,1198,0,0,0,776,104,0,0
6.38,335.14983,336.1571,[M-H]-,TRUE,,C19H20N4O2,"SmartFormula - mzdev: -0.0016 mSigma: 16.09, ",20100,,180,[],TRUE,0,316,1356,180,0,202,984,86,0,272,866,76,0
7.33,335.14988,336.15715,[M-H]-,TRUE,,,,,,92,[],TRUE,0,92,274,1046,0,86,234,998,0,0,256,1106,0
6.99,335.17168,336.17896,[M-H]-,TRUE,,C15H28O8,"SmartFormula - mzdev: 0.0005 mSigma: Infinity, ",20000,,0,[],TRUE,0,0,982,912,0,0,500,746,0,0,852,824,0
8.09,335.18538,336.19265,[M-H]-,TRUE,,,,,,0,[],TRUE,0,0,0,0,706,0,0,0,680,0,0,0,722
7.93,335.18637,336.19365,[M-H]-,TRUE,,C14H28N2O7,"SmartFormula - mzdev: 0.0040 mSigma: 15.76, ",10100,,0,[],TRUE,0,0,0,204,1416,0,0,246,660,0,0,0,514
7.67,336.11281,337.12008,[M-H]-,TRUE,,C22H15N3O,"SmartFormula - mzdev: -0.0014 mSigma: Infinity, ",20000,,0,[],TRUE,0,438,0,54,0,164,0,0,0,1404,116,0,0
19.79,336.82021,337.82749,[M-H]-,TRUE,,,,,,630,[],TRUE,0,750,496,818,986,540,630,590,762,648,548,522,730
0.36,336.8586,337.86587,[M-H]-,TRUE,,,,,,520,[],TRUE,460,500,410,556,802,520,466,448,688,536,456,878,548
0.02,336.85877,337.86604,[M-H]-,FALSE,,,,,,790,[],TRUE,416,782,774,930,894,878,626,790,834,782,572,860,894
5.51,337.12878,338.13606,[M-H]-,TRUE,,C17H22O7,"SmartFormula - mzdev: -0.0002 mSigma: 25.55, ",20100,,0,[],TRUE,0,1450,0,0,0,1136,0,0,0,1066,0,60,0
6.96,337.12891,338.13619,[M-H]-,TRUE,,C17H22O7,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,264,[],TRUE,0,196,472,984,0,264,544,550,0,280,196,650,0
6.27,337.129,338.13628,[M-H]-,TRUE,,,,,,76,[],TRUE,0,404,1472,76,0,524,956,0,0,326,696,0,0
5.79,337.1292,338.13647,[M-H]-,TRUE,,C17H22O7,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,,0,[],TRUE,0,870,186,0,0,1484,130,0,0,882,0,0,0
5.87,337.16492,338.17219,[M-H]-,TRUE,,C18H26O6,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,,0,[],TRUE,0,788,76,0,0,576,0,0,0,438,230,0,0
6.55,337.1653,338.17258,[M-H]-,TRUE,,C19H22N4O2,"SmartFormula - mzdev: -0.0016 mSigma: 16.07, ",20100,,0,[],TRUE,0,0,1142,230,0,0,888,204,0,202,586,0,0
7.3,337.16551,338.17278,[M-H]-,TRUE,,,,,,0,[],TRUE,0,74,0,1450,0,0,148,1760,0,0,192,914,0
7.95,337.16561,338.17289,[M-H]-,TRUE,,C13H26N2O8,"SmartFormula - mzdev: 0.0040 mSigma: 26.35, ",10100,,92,[],TRUE,0,0,92,166,920,0,90,100,580,0,0,242,630
19.79,337.8609,338.86817,[M-H]-,FALSE,,,,,,716,[],TRUE,904,606,716,746,784,740,560,590,802,650,666,628,988
19.71,338.76026,339.76754,[M-H]-,TRUE,,,,,,2090,[],TRUE,1578,2090,2334,1970,2038,2344,2316,2218,1706,1766,2304,2278,1764
16.96,338.76059,339.76786,[M-H]-,TRUE,,,,,,502,[],TRUE,0,812,542,468,394,474,502,620,524,636,546,438,448
16.09,338.7608,339.76808,[M-H]-,TRUE,,,,,,464,[],TRUE,0,528,760,492,400,516,470,444,444,492,464,462,450
17.47,338.76098,339.76826,[M-H]-,TRUE,,,,,,518,[],TRUE,0,436,708,538,518,540,524,514,686,0,442,502,752
5.71,339.10812,340.11539,[M-H]-,TRUE,,C17H16N4O4,"SmartFormula - mzdev: -0.0016 mSigma: 16.59, ",20100,,0,[],TRUE,0,778,96,0,0,644,108,0,0,712,92,0,0
5.44,339.14447,340.15175,[M-H]-,TRUE,,C18H20N4O3,"SmartFormula - mzdev: -0.0018 mSigma: 17.15, ",20100,,0,[],TRUE,0,1190,0,0,0,768,0,0,0,802,52,0,0
7.17,339.14453,340.15181,[M-H]-,TRUE,,C17H24O7,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,,148,[],TRUE,0,216,262,990,78,148,174,584,0,102,0,600,0
5.74,339.14473,340.15201,[M-H]-,TRUE,,,,,,0,[],TRUE,0,922,172,0,0,990,238,0,0,1554,0,0,0
6.59,339.14477,340.15205,[M-H]-,TRUE,,C17H24O7,"SmartFormula - mzdev: -0.0002 mSigma: 20.92, ",20100,,148,[],TRUE,0,244,916,148,102,212,792,202,0,138,866,0,0
6.91,339.14481,340.15209,[M-H]-,TRUE,,C17H24O7,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,,272,[],TRUE,0,184,642,904,0,272,278,854,0,216,302,676,0
19.7,339.75978,340.76705,[M-H]-,TRUE,,,,,,830,[],TRUE,1010,830,964,642,644,1020,934,966,788,820,932,810,642
19.18,339.76143,340.76871,[M-H]-,TRUE,,,,,,596,[],TRUE,0,596,494,636,600,566,486,742,650,742,480,606,522
19.85,339.78847,340.79575,[M-H]-,TRUE,,,,,,486,[],TRUE,0,570,486,328,662,376,702,564,472,324,502,504,342
0.05,339.8276,340.83487,[M-H]-,FALSE,,,,,,366,[],TRUE,202,384,412,318,272,326,412,394,388,360,364,710,366
0.66,339.86662,340.87347,"[M-H]-, [M+COOH]-",TRUE,,,,,,204,[],TRUE,2894,444,0,230,92,528,0,220,184,204,204,142,140
19.79,340.85876,295.86063,"[M+COOH]-, [M+Cl]-",TRUE,,,,,,5770,[],TRUE,5390,5770,4888,5516,5600,6050,5558,5654,6506,5962,6330,6798,5866
0.75,341.10895,342.11594,"[M-H]-, [M+COOH]-",TRUE,,C13H18N4O7,"SmartFormula - mzdev: -0.0014 mSigma: 10.39, ",20200,,3392,[],TRUE,270,2928,3980,5162,3706,3516,3392,4230,2244,6156,3012,2720,2704
5.5,341.1236,342.13088,[M-H]-,TRUE,,,,,,0,[],TRUE,0,812,0,0,0,534,0,0,0,0,68,0,0
