compound,RT..min.,m.z.meas.,M.meas.,Ions,MS.MS,Name,Molecular.Formula,Annotations,AQ,Annotation.Source,Boxplot,Flags,Include,Avatar_F8,Avatar_F9,Avatar_F10,Avatar_F11,Desiree_F8,Desiree_F9,Desiree_F10,Desiree_F11,Seresta_F8,Seresta_F9,Seresta_F10,Seresta_F11
1143,8.12,363.14454,364.15182,[M-H]-,FALSE,,C19H24O7,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,162,[],TRUE,80,334,258,736,0,152,180,288,0,66,162,326
1144,5.83,363.14457,364.15185,[M-H]-,TRUE,,C19H24O7,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,0,[],TRUE,1230,0,72,0,1170,398,0,0,1050,0,0,0
1145,7.17,363.14489,364.15216,[M-H]-,TRUE,,C19H24O7,"SmartFormula - mzdev: -0.0000 mSigma: Infinity, ",20000,NA,236,[],TRUE,0,0,1010,0,236,326,1076,118,254,272,704,0
1146,8.3,363.18091,364.18818,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,0,0,262,1344,0,0,86,886,0,0,0,726
1147,7.93,363.18097,364.18824,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,0,0,280,886,0,0,312,916,0,0,280,1032
1148,7.71,363.18099,364.18827,[M-H]-,TRUE,,,,NA,NA,250,[],TRUE,0,70,1992,970,0,0,1648,714,0,250,1068,680
1149,6.16,365.12354,366.13082,[M-H]-,TRUE,,C18H22O8,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,NA,74,[],TRUE,588,656,74,0,482,726,0,0,588,540,0,0
1150,6.46,365.12382,366.13109,[M-H]-,TRUE,,C18H22O8,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,136,[],TRUE,314,796,136,0,312,466,58,0,350,618,86,0
1151,5.7,365.12388,366.13115,[M-H]-,TRUE,,C18H22O8,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,70,[],TRUE,1012,446,0,0,1038,114,0,0,886,108,70,0
1152,5.8,365.16013,366.16741,[M-H]-,TRUE,,C19H26O7,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,0,[],TRUE,1242,372,0,0,1034,0,0,0,1026,220,0,0
1153,8.12,365.1603,366.16758,[M-H]-,TRUE,,C19H26O7,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,180,[],TRUE,76,218,308,630,0,0,254,772,0,94,180,744
1154,7.31,365.16034,366.16761,[M-H]-,TRUE,,C19H26O7,"SmartFormula - mzdev: -0.0002 mSigma: 20.58, ",20100,NA,186,[],TRUE,166,376,1556,0,222,122,1302,190,76,186,1076,150
1155,6.71,365.16038,366.16766,[M-H]-,TRUE,,C14H26N2O9,"SmartFormula - mzdev: 0.0038 mSigma: 20.70, ",10100,NA,202,[],TRUE,230,1512,202,0,102,1224,516,0,120,1184,534,0
1156,7.82,365.16039,366.16766,[M-H]-,TRUE,,C20H22N4O3,"SmartFormula - mzdev: -0.0015 mSigma: 21.41, ",20100,NA,228,[],TRUE,154,192,386,982,202,0,300,484,0,228,280,498
1157,6.24,365.1604,366.16767,[M-H]-,TRUE,,C19H26O7,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,NA,88,[],TRUE,468,1008,0,80,464,1398,42,0,446,872,88,0
1158,7.32,365.1961,366.20338,[M-H]-,FALSE,,,,NA,NA,0,[],TRUE,0,0,690,0,0,68,578,0,0,0,728,0
1159,7.58,365.19632,366.2036,[M-H]-,TRUE,,C20H30O6,"SmartFormula - mzdev: -0.0006 mSigma: Infinity, ",20000,NA,0,[],TRUE,0,0,754,644,0,0,842,440,0,0,660,0
1160,8.17,365.1968,366.20408,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,0,0,72,792,0,0,132,610,0,0,74,718
1161,0.51,365.88722,366.89449,[M-H]-,TRUE,,,,NA,NA,1372,[],TRUE,1372,1196,1654,1546,1060,1394,1158,1490,2038,1552,1188,1102
1162,6.72,367.13927,368.14655,[M-H]-,TRUE,,C18H24O8,"SmartFormula - mzdev: -0.0006 mSigma: 20.70, ",20100,NA,206,[],TRUE,334,992,164,0,280,634,206,0,248,518,188,0
1163,6.31,367.13956,368.14683,[M-H]-,TRUE,,C18H24O8,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,96,[],TRUE,204,914,0,0,286,870,96,0,600,776,0,0
1164,5.79,367.13958,368.14685,[M-H]-,TRUE,,C18H24O8,"SmartFormula - mzdev: -0.0001 mSigma: 27.55, ",20100,NA,72,[],TRUE,1246,122,0,0,1452,82,0,0,932,192,72,0
1165,7.16,367.13999,368.14727,[M-H]-,TRUE,,C18H24O8,"SmartFormula - mzdev: 0.0001 mSigma: Infinity, ",20000,NA,266,[],TRUE,184,388,504,0,298,266,970,0,186,272,566,0
1166,7.91,367.17531,368.18259,[M-H]-,TRUE,,C19H28O7,"SmartFormula - mzdev: -0.0009 mSigma: 27.98, ",20100,NA,84,[],TRUE,0,84,192,740,0,0,122,538,0,116,0,498
1167,7.49,367.17549,368.18276,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,0,200,786,0,0,0,830,0,0,0,758,120
1168,6.55,367.17562,368.1829,[M-H]-,TRUE,,C19H28O7,"SmartFormula - mzdev: -0.0006 mSigma: Infinity, ",20000,NA,0,[],TRUE,76,914,0,0,94,734,0,0,0,748,0,0
1169,7.31,367.17568,368.18296,[M-H]-,TRUE,,,,NA,NA,100,[],TRUE,120,316,1038,0,214,100,962,0,0,0,562,0
1170,8.25,367.17613,368.18341,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,0,0,82,1012,0,0,252,650,0,0,0,952
1171,8.12,367.21191,368.21919,[M-H]-,FALSE,,,,NA,NA,0,[],TRUE,0,0,0,758,0,0,0,282,0,0,0,260
1172,5.66,369.15483,370.16211,[M-H]-,TRUE,,C13H26N2O10,"SmartFormula - mzdev: 0.0032 mSigma: 19.93, ",10100,NA,0,[],TRUE,908,128,0,0,668,0,0,0,704,0,0,0
1173,6.6,369.15506,370.16233,[M-H]-,TRUE,,C18H26O8,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,64,[],TRUE,0,1060,236,0,0,548,162,0,64,548,266,0
1174,5.89,369.15514,370.16242,[M-H]-,TRUE,,,,NA,NA,78,[],TRUE,726,196,78,0,916,192,0,0,678,134,0,0
1175,7.78,369.19162,370.19889,[M-H]-,TRUE,,C19H30O7,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,106,[],TRUE,0,0,120,498,0,106,296,582,0,0,142,720
1176,6.74,371.14924,372.15652,[M-H]-,TRUE,,C21H24O6,"SmartFormula - mzdev: -0.0008 mSigma: Infinity, ",20000,NA,82,[],TRUE,0,1276,290,82,0,770,110,0,0,686,234,0
1177,0.51,371.90073,372.90801,[M-H]-,TRUE,,,,NA,NA,2202,[],TRUE,2202,1934,2606,1828,2472,1786,2442,2046,2254,2336,1878,2702
1178,0.07,371.90074,372.90801,[M-H]-,FALSE,,,,NA,NA,580,[],TRUE,529,415,811,580,458,384,468,824,608,750,810,663
1179,0.18,371.90088,372.90816,[M-H]-,FALSE,,,,NA,NA,654,[],TRUE,580,632,738,676,582,654,649,804,704,858,594,732
1180,6.46,373.129,374.13627,[M-H]-,FALSE,,C20H22O7,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,170,[],TRUE,82,756,306,0,216,640,170,0,176,400,0,0
1181,7.29,373.12909,374.13637,[M-H]-,TRUE,,C20H22O7,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,NA,184,[],TRUE,184,746,728,80,214,326,694,108,0,138,468,0
1182,6.56,373.16497,374.17225,[M-H]-,FALSE,,C21H26O6,"SmartFormula - mzdev: -0.0007 mSigma: 24.72, ",20100,NA,0,[],TRUE,316,724,0,0,358,610,0,0,284,278,0,0
1183,6.88,373.16515,374.17243,[M-H]-,TRUE,,,,NA,NA,128,[],TRUE,0,518,1788,0,0,366,1488,0,0,294,1032,128
1184,7.23,373.16522,374.17249,[M-H]-,TRUE,,C21H26O6,"SmartFormula - mzdev: -0.0004 mSigma: 21.99, ",20100,NA,120,[],TRUE,74,212,1366,0,0,180,1006,120,0,222,1156,74
1185,10.74,374.24435,375.25163,[M-H]-,TRUE,,C21H33N3O3,"SmartFormula - mzdev: -0.0006 mSigma: Infinity, ",20000,NA,442,[],TRUE,300,346,442,328,650,430,664,782,918,848,306,512
1186,6.55,375.10813,376.11541,[M-H]-,FALSE,,C19H20O8,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,234,[],TRUE,456,706,264,0,352,454,142,0,234,350,134,0
1187,6.23,375.14414,376.15141,[M-H]-,TRUE,,C20H24O7,"SmartFormula - mzdev: -0.0008 mSigma: Infinity, ",20000,NA,0,[],TRUE,466,924,0,0,0,772,0,0,358,486,0,0
1188,5.68,375.14432,376.15159,[M-H]-,TRUE,,C20H24O7,"SmartFormula - mzdev: -0.0006 mSigma: Infinity, ",20000,NA,0,[],TRUE,702,0,0,0,628,0,0,0,728,0,0,0
1189,7.09,375.14435,376.15163,[M-H]-,TRUE,,C20H24O7,"SmartFormula - mzdev: -0.0006 mSigma: 21.92, ",20100,NA,272,[],TRUE,272,396,1198,70,0,356,752,0,216,338,528,0
1190,6.55,375.14486,376.15214,[M-H]-,TRUE,,C20H24O7,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,NA,74,[],TRUE,242,1062,74,0,262,680,0,0,208,808,0,0
1191,7.91,375.18071,376.18799,[M-H]-,TRUE,,C21H28O6,"SmartFormula - mzdev: -0.0006 mSigma: Infinity, ",20000,NA,0,[],TRUE,0,0,288,620,0,0,298,814,0,0,86,514
1192,8.24,375.18071,376.18799,[M-H]-,TRUE,,C16H28N2O8,"SmartFormula - mzdev: 0.0034 mSigma: 23.26, ",10100,NA,66,[],TRUE,0,126,0,968,0,92,66,578,0,0,186,530
1193,7.41,375.18087,376.18815,[M-H]-,TRUE,,C16H28N2O8,"SmartFormula - mzdev: 0.0036 mSigma: 25.23, ",10100,NA,178,[],TRUE,0,244,1114,270,0,0,1052,178,0,276,908,0
1194,0.18,375.87792,376.88519,[M-H]-,FALSE,,,,NA,NA,643,[],TRUE,596,630,658,648,592,754,534,643,753,767,761,611
1195,5.69,377.0879,378.09518,[M-H]-,FALSE,,C18H18O9,"SmartFormula - mzdev: 0.0001 mSigma: Infinity, ",20000,NA,0,[],TRUE,746,76,0,0,434,0,0,0,442,150,0,0
1196,5.9,377.12337,378.13065,[M-H]-,TRUE,,C19H22O8,"SmartFormula - mzdev: -0.0008 mSigma: Infinity, ",20000,NA,0,[],TRUE,888,322,0,0,548,278,0,0,550,174,0,0
1197,6.51,377.12337,378.13065,[M-H]-,TRUE,,C19H22O8,"SmartFormula - mzdev: -0.0008 mSigma: 25.36, ",20100,NA,152,[],TRUE,152,882,170,0,376,628,118,0,502,484,108,0
1198,5.67,377.12358,378.13085,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,766,94,0,0,742,0,0,0,886,0,0,0
1199,7.03,377.12378,378.13105,[M-H]-,TRUE,,C14H22N2O10,"SmartFormula - mzdev: 0.0036 mSigma: 21.17, ",10100,NA,260,[],TRUE,450,310,802,0,320,242,510,0,260,160,394,0
1200,5.38,377.12403,378.13131,[M-H]-,TRUE,,C19H22O8,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,NA,0,[],TRUE,638,0,0,0,748,0,0,0,514,0,0,0
1201,7.82,377.15979,378.16706,[M-H]-,TRUE,,,,NA,NA,234,[],TRUE,86,234,628,762,0,94,458,592,0,102,348,832
1202,8.06,377.15984,378.16712,[M-H]-,TRUE,,C20H26O7,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,NA,204,[],TRUE,0,204,346,778,0,188,342,596,0,112,368,550
1203,5.93,377.15997,378.16725,[M-H]-,TRUE,,C20H26O7,"SmartFormula - mzdev: -0.0006 mSigma: 21.95, ",20100,NA,0,[],TRUE,862,456,0,0,734,156,0,0,806,188,0,0
1204,6.54,377.15997,378.16724,[M-H]-,TRUE,,C15H26N2O9,"SmartFormula - mzdev: 0.0034 mSigma: 19.26, ",10100,NA,166,[],TRUE,260,1378,166,0,236,1082,108,0,232,812,96,0
1205,7.25,377.16011,378.16738,[M-H]-,TRUE,,C15H26N2O9,"SmartFormula - mzdev: 0.0036 mSigma: 21.52, ",10100,NA,180,[],TRUE,220,396,1294,0,178,338,878,110,180,144,1122,0
1206,6.82,377.16044,378.16771,[M-H]-,TRUE,,,,NA,NA,148,[],TRUE,148,882,704,0,134,898,718,0,138,902,480,0
1207,5.52,377.16066,378.16794,[M-H]-,TRUE,,C20H26O7,"SmartFormula - mzdev: 0.0001 mSigma: Infinity, ",20000,NA,0,[],TRUE,556,0,0,0,794,0,0,0,670,0,0,0
1208,7.48,377.16076,378.16804,[M-H]-,TRUE,,,,NA,NA,190,[],TRUE,190,244,1174,0,94,220,1066,92,58,64,766,404
1209,7.4,377.19656,756.40767,[M-H-H]2-,TRUE,,,,NA,NA,0,[],TRUE,0,0,1100,0,0,0,0,0,0,0,0,0
1210,8.24,377.19688,378.20416,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,0,0,158,664,0,0,0,768,0,0,0,572
1211,7.4,377.19693,378.20421,[M-H]-,TRUE,,C21H30O6,"SmartFormula - mzdev: -0.0000 mSigma: 24.26, ",20100,NA,0,[],TRUE,0,232,0,0,0,0,1394,0,0,0,1040,0
1213,17.07,377.2725,378.27977,[M-H]-,TRUE,,,,NA,NA,1328,[],TRUE,1090,1342,1382,1132,1318,1394,1310,1328,1060,1368,1530,1464
1215,19.7,378.75353,379.76081,[M-H]-,TRUE,,,,NA,NA,870,[],TRUE,1070,674,1006,780,956,738,870,796,1108,784,944,1072
1216,17.38,378.75356,379.76084,[M-H]-,TRUE,,,,NA,NA,430,[],TRUE,642,378,474,600,468,572,410,900,396,398,356,430
1217,18.25,378.75366,379.76094,[M-H]-,TRUE,,,,NA,NA,616,[],TRUE,596,528,676,528,596,788,658,676,616,624,630,526
1218,6.54,379.13915,380.14642,[M-H]-,TRUE,,C19H24O8,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,NA,0,[],TRUE,366,1204,78,0,0,746,0,0,0,860,142,0
1219,6.97,379.13938,380.14666,[M-H]-,TRUE,,C14H24N2O10,"SmartFormula - mzdev: 0.0036 mSigma: 20.84, ",10100,NA,268,[],TRUE,268,378,1036,0,332,436,834,0,110,352,0,0
1220,6.22,379.13947,380.14674,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,680,1314,0,0,504,550,0,0,604,598,0,0
1221,5.61,379.1395,380.14678,[M-H]-,TRUE,,C19H24O8,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,0,[],TRUE,1222,0,70,0,1218,132,0,0,1166,0,0,0
1222,6.47,379.14004,760.29464,[M-H-H]2-,TRUE,,,,NA,NA,106,[],TRUE,344,1024,106,0,518,874,114,0,362,0,96,0
1223,5.77,379.17581,380.18309,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,606,0,0,0,830,0,0,0,862,0,0,0
1224,7.39,379.17584,380.18311,[M-H]-,TRUE,,C20H28O7,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,96,[],TRUE,0,302,1262,94,64,414,1128,0,0,96,1070,104
1225,6.69,379.17585,380.18313,[M-H]-,TRUE,,C15H28N2O9,"SmartFormula - mzdev: 0.0036 mSigma: 19.21, ",10100,NA,138,[],TRUE,138,1050,256,0,244,1158,82,0,0,750,154,0
1226,6.37,379.17596,380.18323,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,324,1152,0,0,0,650,98,0,282,770,0,0
1227,7.19,379.1761,380.18337,[M-H]-,TRUE,,,,NA,NA,112,[],TRUE,0,420,1386,0,0,296,1214,0,0,302,1022,112
1228,7.99,379.17614,380.18342,[M-H]-,TRUE,,C20H28O7,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,NA,116,[],TRUE,0,116,240,1390,0,0,188,734,0,0,174,848
1229,7.48,379.1974,380.20467,[M-H]-,TRUE,,C17H32O9,"SmartFormula - mzdev: -0.0000 mSigma: 20.90, ",20100,NA,0,[],TRUE,0,0,1892,0,0,0,1676,0,0,0,1554,0
1230,5.95,381.11887,382.12615,[M-H]-,TRUE,,C18H22O9,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,NA,66,[],TRUE,824,350,66,0,454,326,0,0,386,226,0,0
1231,5.46,381.11961,382.12688,[M-H]-,TRUE,,C18H22O9,"SmartFormula - mzdev: 0.0005 mSigma: Infinity, ",20000,NA,0,[],TRUE,532,0,0,0,736,0,0,0,520,0,0,0
1232,6.49,381.15501,382.16229,[M-H]-,TRUE,,C19H26O8,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,NA,142,[],TRUE,232,1302,142,0,422,1218,0,0,344,762,124,0
1233,5.9,381.15518,382.16245,[M-H]-,TRUE,,C19H26O8,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,116,[],TRUE,984,284,192,0,1174,116,116,0,978,120,0,0
1234,7.18,381.15526,382.16254,[M-H]-,TRUE,,C19H26O8,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,NA,160,[],TRUE,0,354,938,0,160,406,646,0,120,324,648,98
1235,7.24,381.19131,382.19859,[M-H]-,TRUE,,C20H30O7,"SmartFormula - mzdev: -0.0006 mSigma: Infinity, ",20000,NA,60,[],TRUE,0,184,970,60,76,0,820,0,0,114,602,0
1236,6.29,381.19151,382.19879,[M-H]-,TRUE,,C20H30O7,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,0,[],TRUE,0,712,0,0,0,386,0,0,292,280,0,0
1237,7.93,381.19193,382.19921,[M-H]-,TRUE,,,,NA,NA,88,[],TRUE,0,160,366,834,0,0,118,542,0,0,88,508
1238,5.83,383.13378,384.14106,[M-H]-,TRUE,,C18H24O9,"SmartFormula - mzdev: -0.0010 mSigma: Infinity, ",20000,NA,80,[],TRUE,882,90,80,0,866,138,0,0,556,90,0,0
1239,5.38,383.13423,384.14151,[M-H]-,TRUE,,C18H24O9,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,NA,0,[],TRUE,652,96,0,0,716,0,0,0,502,130,114,0
1240,6.55,383.17042,384.1777,[M-H]-,FALSE,,C19H28O8,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,NA,82,[],TRUE,216,860,0,82,156,554,0,0,0,440,0,108
1241,5.71,383.17082,384.17809,[M-H]-,FALSE,,C19H28O8,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,0,[],TRUE,512,0,0,0,776,158,0,0,576,0,0,0
1243,18.79,383.18925,384.19653,[M-H]-,TRUE,,C16H32O10,"SmartFormula - mzdev: -0.0031 mSigma: 21.73, ",10100,NA,854,[],TRUE,1016,1024,704,796,854,882,854,998,766,788,796,1076
1244,0.5,384.93529,385.94256,[M-H]-,TRUE,,,,NA,NA,7190,[],TRUE,7082,6502,10986,7190,9352,6362,8222,5638,7424,6934,7640,9298
1245,0.12,384.93533,385.94261,[M-H]-,FALSE,,,,NA,NA,45753,[],TRUE,42788,44116,45753,43548,46062,46640,46239,46670,47798,46414,45070,45293
1246,17.69,384.93559,385.94286,[M-H]-,TRUE,,,,NA,NA,428,[],TRUE,392,428,746,544,582,436,426,446,500,422,0,346
1247,7.83,387.14424,388.15151,[M-H]-,TRUE,,,,NA,NA,232,[],TRUE,0,0,482,774,92,0,356,378,122,232,320,350
1248,7.38,387.14439,388.15167,[M-H]-,TRUE,,C21H24O7,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,NA,224,[],TRUE,0,322,1004,0,136,148,790,224,442,344,446,94
1250,17.07,387.15492,388.1622,[M-H]-,TRUE,,C15H24N4O8,"SmartFormula - mzdev: 0.0025 mSigma: 18.96, ",20100,NA,906,[],TRUE,894,874,1290,926,1022,1098,852,844,1016,996,866,724
1251,16.2,387.15521,388.16249,[M-H]-,TRUE,,C15H24N4O8,"SmartFormula - mzdev: 0.0030 mSigma: 18.63, ",20100,NA,1376,[],TRUE,1452,1018,1310,1214,1376,1560,1426,1432,886,1166,1460,1436
1252,7.33,387.18072,388.188,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,0,0,752,194,0,126,566,0,0,140,680,0
1253,7.9,387.181,388.18828,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,0,0,240,798,0,0,148,516,0,0,250,640
1254,6.21,387.20216,388.20943,[M-H]-,TRUE,,C14H32N2O10,"SmartFormula - mzdev: 0.0037 mSigma: 20.11, ",10100,NA,0,[],TRUE,0,2528,0,0,168,804,0,0,0,898,0,0
1255,6.88,389.12388,390.13116,[M-H]-,TRUE,,C20H22O8,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,250,[],TRUE,274,702,516,0,152,350,250,0,124,298,368,0
1256,8.13,389.15984,390.16711,[M-H]-,TRUE,,C21H26O7,"SmartFormula - mzdev: -0.0007 mSigma: Infinity, ",20000,NA,246,[],TRUE,0,246,390,874,166,112,254,578,172,86,304,560
1257,6.52,389.16024,390.16751,[M-H]-,TRUE,,C21H26O7,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,218,[],TRUE,334,972,218,0,242,958,0,0,276,724,106,0
1258,7.18,389.16029,390.16757,[M-H]-,TRUE,,C21H26O7,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,214,[],TRUE,214,558,984,130,282,318,914,112,182,134,880,96
1259,6.02,389.16047,390.16775,[M-H]-,FALSE,,,,NA,NA,82,[],TRUE,474,580,0,0,744,604,0,0,452,216,82,0
1260,7.87,389.19657,390.20385,[M-H]-,TRUE,,C22H30O6,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,78,[],TRUE,0,0,282,1014,0,78,508,616,0,0,340,698
1261,7.43,389.19681,390.20409,[M-H]-,TRUE,,C17H30N2O8,"SmartFormula - mzdev: 0.0039 mSigma: 20.65, ",10100,NA,0,[],TRUE,0,0,790,0,0,0,648,0,0,0,684,0
1262,8.32,389.197,390.20427,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,0,0,0,628,0,0,0,718,0,0,0,760
1263,6.24,389.21809,390.22537,[M-H]-,TRUE,,C19H34O8,"SmartFormula - mzdev: 0.0000 mSigma: 27.24, ",20100,NA,0,[],TRUE,0,2792,0,0,0,1366,0,0,146,1220,0,0
1264,7.58,391.08199,392.08927,[M-H]-,TRUE,,,,NA,NA,308,[],TRUE,1720,3508,308,96,670,2184,144,0,644,1240,150,0
1265,7.05,391.13933,392.14661,[M-H]-,TRUE,,C20H24O8,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,NA,272,[],TRUE,272,534,1042,0,272,258,494,0,218,288,752,0
1266,5.52,391.13937,392.14665,[M-H]-,TRUE,,C20H24O8,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,NA,0,[],TRUE,842,0,0,0,936,0,0,0,478,86,0,0
1267,6.51,391.13938,392.14666,[M-H]-,TRUE,,C20H24O8,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,NA,106,[],TRUE,0,1512,112,0,352,866,106,0,376,736,0,0
1268,7.33,391.13952,392.1468,[M-H]-,TRUE,,C21H20N4O4,"SmartFormula - mzdev: -0.0017 mSigma: 27.42, ",20100,NA,204,[],TRUE,290,320,788,204,130,288,952,0,104,158,566,158
1269,5.87,391.13955,392.14683,[M-H]-,TRUE,,,,NA,NA,146,[],TRUE,814,154,146,68,698,284,0,0,846,370,0,0
1270,8.25,391.14267,392.14995,[M-H]-,TRUE,,C13H28O13,"SmartFormula - mzdev: -0.0030 mSigma: 25.15, ",10100,NA,110,[],TRUE,0,1496,74,0,110,774,0,318,0,944,198,232
1271,6.51,391.17576,392.18303,[M-H]-,TRUE,,,,NA,NA,92,[],TRUE,280,1450,0,80,134,802,100,0,92,628,82,0
1272,7.94,391.17583,392.1831,[M-H]-,TRUE,,C16H28N2O9,"SmartFormula - mzdev: 0.0036 mSigma: 20.22, ",10100,NA,170,[],TRUE,0,142,450,986,0,190,170,884,0,138,288,620
1273,7.23,391.17599,392.18326,[M-H]-,TRUE,,,,NA,NA,180,[],TRUE,0,430,1316,0,310,316,1352,0,0,180,1096,0
1274,6.77,391.17621,392.18348,[M-H]-,TRUE,,C22H24N4O3,"SmartFormula - mzdev: -0.0012 mSigma: 23.55, ",20100,NA,98,[],TRUE,146,1380,0,0,0,1064,280,0,98,1122,680,0
1275,8.3,391.21257,392.21985,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,0,0,0,930,0,0,0,822,0,0,0,520
1276,7.39,392.17894,393.18622,[M-H]-,FALSE,,C13H31NO12,"SmartFormula - mzdev: 0.0016 mSigma: Infinity, ",20000,NA,0,[],TRUE,0,188,720,0,0,50,382,0,0,0,330,0
1277,5.79,393.11878,394.12606,[M-H]-,TRUE,,C14H22N2O11,"SmartFormula - mzdev: 0.0037 mSigma: 20.51, ",10100,NA,0,[],TRUE,738,148,82,0,624,0,0,0,578,130,0,0
1278,5.78,393.15498,394.16225,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,1002,154,0,0,984,138,0,0,814,196,0,0
1279,6.42,393.15505,394.16233,[M-H]-,TRUE,,C20H26O8,"SmartFormula - mzdev: -0.0004 mSigma: Infinity, ",20000,NA,118,[],TRUE,440,1514,118,0,494,888,82,0,250,926,0,0
1280,5.54,393.1552,394.16247,[M-H]-,TRUE,,C20H26O8,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,0,[],TRUE,620,0,0,0,1020,0,0,0,630,0,0,0
1281,6.63,393.1553,394.16258,[M-H]-,TRUE,,C20H26O8,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,NA,280,[],TRUE,338,1314,238,0,346,960,96,0,288,756,280,0
1282,7.22,393.15533,394.16261,[M-H]-,TRUE,,C20H26O8,"SmartFormula - mzdev: -0.0002 mSigma: Infinity, ",20000,NA,274,[],TRUE,274,580,1014,88,300,190,680,142,152,366,842,136
1283,6.56,393.19102,394.1983,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,0,838,0,0,0,642,72,0,0,550,0,0
1284,7.92,393.19141,394.19869,[M-H]-,TRUE,,C21H30O7,"SmartFormula - mzdev: -0.0005 mSigma: Infinity, ",20000,NA,0,[],TRUE,0,0,336,788,0,0,384,742,0,0,258,656
1285,7.68,393.19155,394.19883,[M-H]-,TRUE,,C21H30O7,"SmartFormula - mzdev: -0.0003 mSigma: Infinity, ",20000,NA,178,[],TRUE,0,90,596,632,0,102,664,518,0,186,976,178
1286,7.3,393.19156,394.19884,[M-H]-,TRUE,,,,NA,NA,0,[],TRUE,0,0,1200,0,0,142,972,0,0,0,764,72
1287,8.04,393.19182,394.19909,[M-H]-,TRUE,,C21H30O7,"SmartFormula - mzdev: -0.0001 mSigma: Infinity, ",20000,NA,0,[],TRUE,0,0,262,738,0,0,146,722,0,0,88,844
1288,8.35,393.19196,394.19924,[M-H]-,TRUE,,C21H30O7,"SmartFormula - mzdev: 0.0001 mSigma: Infinity, ",20000,NA,108,[],TRUE,0,130,186,802,0,108,168,410,0,0,0,556
1289,7.93,393.21294,394.22021,[M-H]-,TRUE,,C19H30N4O5,"SmartFormula - mzdev: -0.0014 mSigma: 19.90, ",20100,NA,0,[],TRUE,0,0,0,1498,0,0,0,1186,0,0,0,1560
