"feature","solA","pvalue","mz"
"1903",0.239841596464907,2.06679219487688e-14,393.21308
"1980",0.239760667075613,2.11422359451547e-76,349.12967
"337",0.239098101412332,2.9941228609847e-22,391.14052
"344",0.238662304608555,1.18742696655404e-100,411.11139
"122",0.238110891106061,1.63083811235924e-65,251.11358
"2128",0.23809607798568,1.2429516876596e-81,294.0654
"634",0.238088002043091,1.36172784963622e-89,467.15631
"1478",0.237929821257259,4.71349999363457e-81,285.04365
"579",0.237364490472335,1.49531588200864e-05,647.19884
"1023",0.236245848950291,3.17331311103597e-51,341.16058
"173",0.235970521296336,4.45702245130291e-08,241.1447
"364",0.235872825576132,3.59740009887745e-69,367.104
"2148",0.235823485968157,1.31765261883926e-56,307.15525
"396",0.235369541039956,4.76483404136391e-09,251.93759
"1889",0.234596832443365,8.9826595624129e-29,543.15033
"1628",0.234385604340186,3.26832611410673e-79,375.10928
"1874",0.233942482627676,2.34277031268125e-50,425.16356
"1957",0.233580222167798,5.53164453323568e-32,315.12568
"894",0.233246938109189,6.43157402145311e-73,225.1134
"1078",0.232717121439931,1.20206655193435e-58,289.07222
"354",0.231456063021852,1.50978473028441e-22,439.16057
"451",0.231191118392441,9.85834826004621e-33,539.23091
"1721",0.230803385190069,2.45617962508556e-12,405.08325
"292",0.230559332599905,0.00643282507841476,268.91823
"716",0.230415342219166,4.16823344098238e-86,429.12092
"1878",0.229951682622963,7.58447542203576e-72,373.13013
"1899",0.229312043308246,4.1001782156397e-63,245.11837
"1153",0.22888396191718,4.39777765731195e-53,307.08285
"1461",0.228400563251837,6.8150510255992e-73,347.07857
"488",0.227847813038526,4.83633561477193e-18,295.1374
"1509",0.227448423206511,0.0273518133682133,587.30735
"765",0.227428449450938,6.70325870147861e-85,268.98318
"1298",0.226843425888712,1.14514750995233e-83,359.07911
"952",0.226747633648867,3.90766919714394e-88,375.10942
"401",0.226433234530313,8.52525113342299e-51,409.09667
"666",0.226381631707729,4.89101223253313e-79,381.12085
"94",0.226355093709362,6.30039123901071e-27,341.03357
"527",0.226021428857506,1.93667130459462e-42,315.12683
"1499",0.225623237867192,2.22932387296645e-90,319.11926
